,filename,abs_lx,abs_ly,abs_rx,abs_ry,open_eyes
0,214/3/2022-11-09 10:43:50.196961-0.jpg,292.75217,530.956315,774.1088499999998,544.310675,1
1,214/3/2022-11-09 10:43:50.223211-1.jpg,293.55771000000004,530.7742900000001,774.210345,545.96708,1
2,214/3/2022-11-09 10:43:50.233600-2.jpg,290.11825,530.116715,775.21097,546.41773,1
3,214/3/2022-11-09 10:43:50.241817-3.jpg,290.135535,533.458895,777.2571849999999,548.2045350000001,1
4,214/3/2022-11-09 10:43:50.248514-4.jpg,303.345605,525.1296199999999,786.866885,538.456575,1
5,214/3/2022-11-09 10:43:50.253817-5.jpg,306.35704,523.3221599999999,786.6762,541.55963,1
6,214/3/2022-11-09 10:43:50.257744-6.jpg,311.225145,527.6868450000001,785.7998849999999,538.476645,1
7,214/3/2022-11-09 10:43:50.261044-7.jpg,303.120815,526.3662400000001,786.1731300000001,537.636065,1
8,214/3/2022-11-09 10:43:50.264516-8.jpg,305.809355,525.504145,789.689915,538.35744,1
9,214/3/2022-11-09 10:43:50.269002-9.jpg,309.16678,524.5083050000001,785.856295,539.096475,1
10,214/3/2022-11-09 10:43:50.275431-10.jpg,307.311345,524.49283,783.54395,534.5276,1
11,214/3/2022-11-09 10:43:50.281882-11.jpg,301.934455,527.09028,789.4179449999999,535.9564,1
12,214/3/2022-11-09 10:43:50.288449-12.jpg,307.522415,526.7875,786.4682449999999,537.040365,1
13,214/3/2022-11-09 10:43:50.294164-13.jpg,308.791565,522.1054,786.9544699999999,535.724505,1
14,214/3/2022-11-09 10:43:50.300195-14.jpg,308.73963000000003,524.9885400000001,786.84874,536.58626,1
15,214/3/2022-11-09 10:43:50.306610-15.jpg,307.88628,525.57656,786.567855,538.5384900000001,1
16,214/3/2022-11-09 10:43:50.313054-16.jpg,307.99671,523.56014,789.4720299999999,538.45652,1
17,214/3/2022-11-09 10:43:50.319295-17.jpg,308.4785800000001,525.669435,789.19053,538.84271,1
18,214/3/2022-11-09 10:43:50.325408-18.jpg,301.67366,525.26121,790.18195,539.8998200000001,1
19,214/3/2022-11-09 10:43:50.331763-19.jpg,301.67366,525.26121,790.18195,539.8998200000001,0
20,214/3/2022-11-09 10:43:50.337825-20.jpg,310.256665,526.155305,788.1168,536.49296,1
21,214/3/2022-11-09 10:43:50.344072-21.jpg,305.163145,527.093165,787.0242000000001,538.9903400000001,1
22,214/3/2022-11-09 10:43:50.350602-22.jpg,308.84865,524.3023000000001,789.4822899999999,538.5849949999999,1
23,214/3/2022-11-09 10:43:50.356479-23.jpg,308.133365,526.66848,786.4605099999999,539.6451850000001,1
24,214/3/2022-11-09 10:43:50.363174-24.jpg,308.50704500000006,525.06841,784.194105,539.031395,1
25,214/3/2022-11-09 10:43:50.371695-25.jpg,305.80382999999995,527.33008,788.480795,538.18661,1
26,214/3/2022-11-09 10:43:50.377825-26.jpg,306.193925,525.34876,788.2634899999999,539.3405,1
27,214/3/2022-11-09 10:43:50.384491-27.jpg,307.16122500000006,522.44263,787.07204,538.0112200000001,1
28,214/3/2022-11-09 10:43:50.388815-28.jpg,307.390255,525.660855,787.2266599999999,537.04842,1
29,214/3/2022-11-09 10:43:50.394103-29.jpg,303.8378,526.3180500000001,787.2217400000001,540.967835,1
30,214/3/2022-11-09 10:43:50.400428-30.jpg,307.39973999999995,528.84068,790.47646,538.060345,1
31,214/3/2022-11-09 10:43:50.406587-31.jpg,311.03789,526.116765,788.8546,537.571195,1
32,214/3/2022-11-09 10:43:50.413141-32.jpg,311.03789,526.116765,788.8546,537.571195,0
33,214/3/2022-11-09 10:43:50.419345-33.jpg,308.294795,526.4856,783.01411,539.044605,1
34,214/3/2022-11-09 10:43:50.425411-34.jpg,308.05031,525.35989,789.8990999999999,540.48388,1
