,filename,abs_lx,abs_ly,abs_rx,abs_ry,open_eyes
0,219/0/2022-11-14 11:03:06.734320-0.jpg,264.56081,521.9019900000001,707.048625,483.743545,1
1,219/0/2022-11-14 11:03:06.749561-1.jpg,264.56081,521.9019900000001,707.048625,483.743545,0
2,219/0/2022-11-14 11:03:06.756167-2.jpg,264.56081,521.9019900000001,707.048625,483.743545,0
3,219/0/2022-11-14 11:03:06.763382-3.jpg,261.182685,526.232955,708.36802,485.65656,1
4,219/0/2022-11-14 11:03:06.769413-4.jpg,259.65208,523.23572,708.19141,486.2348,1
5,219/0/2022-11-14 11:03:06.772928-5.jpg,260.173535,521.540445,707.09838,483.916345,1
6,219/0/2022-11-14 11:03:06.776096-6.jpg,260.41319,528.58293,707.8271199999999,491.93559,1
7,219/0/2022-11-14 11:03:06.782913-7.jpg,260.41319,528.58293,707.8271199999999,491.93559,0
8,219/0/2022-11-14 11:03:06.790342-8.jpg,261.713705,528.08586,706.4158950000001,491.15674,1
9,219/0/2022-11-14 11:03:06.794942-9.jpg,262.160555,529.323785,705.745805,493.47232,1
10,219/0/2022-11-14 11:03:06.808050-10.jpg,263.61585,531.84584,706.6968999999999,489.43229,1
11,219/0/2022-11-14 11:03:06.823669-11.jpg,263.61585,531.84584,706.6968999999999,489.43229,0
12,219/0/2022-11-14 11:03:06.832791-12.jpg,263.61585,531.84584,706.6968999999999,489.43229,0
13,219/0/2022-11-14 11:03:06.839780-13.jpg,263.61585,531.84584,706.6968999999999,489.43229,0
14,219/0/2022-11-14 11:03:06.843955-14.jpg,263.61585,531.84584,706.6968999999999,489.43229,0
15,219/0/2022-11-14 11:03:06.849045-15.jpg,263.61585,531.84584,706.6968999999999,489.43229,0
16,219/0/2022-11-14 11:03:06.852801-16.jpg,258.872835,532.3873,705.5487949999999,488.48158,1
17,219/0/2022-11-14 11:03:06.855862-17.jpg,258.872835,532.3873,705.5487949999999,488.48158,0
18,219/0/2022-11-14 11:03:06.858587-18.jpg,256.06208000000004,532.920765,702.50307,491.266355,1
19,219/0/2022-11-14 11:03:06.863530-19.jpg,256.06208000000004,532.920765,702.50307,491.266355,0
20,219/0/2022-11-14 11:03:06.869518-20.jpg,256.06208000000004,532.920765,702.50307,491.266355,0
21,219/0/2022-11-14 11:03:06.872832-21.jpg,255.567975,530.277555,699.1693050000001,489.31142,1
22,219/0/2022-11-14 11:03:06.875448-22.jpg,253.5267,532.78054,699.64878,491.12,1
23,219/0/2022-11-14 11:03:06.880334-23.jpg,253.5267,532.78054,699.64878,491.12,0
24,219/0/2022-11-14 11:03:06.886050-24.jpg,253.5267,532.78054,699.64878,491.12,0
25,219/0/2022-11-14 11:03:06.890891-25.jpg,254.345025,532.80662,699.61208,488.076005,1
26,219/0/2022-11-14 11:03:06.897231-26.jpg,254.345025,532.80662,699.61208,488.076005,0
27,219/0/2022-11-14 11:03:06.904107-27.jpg,254.345025,532.80662,699.61208,488.076005,0
28,219/0/2022-11-14 11:03:06.909582-28.jpg,254.41201,529.276735,700.13643,491.351445,1
29,219/0/2022-11-14 11:03:06.916344-29.jpg,257.33056,531.87996,702.90978,490.3853,1
30,219/0/2022-11-14 11:03:06.925734-30.jpg,259.00544,529.95973,701.52963,491.0977,1
31,219/0/2022-11-14 11:03:06.934605-31.jpg,255.60028,534.937265,701.8168000000001,490.740385,1
32,219/0/2022-11-14 11:03:06.939677-32.jpg,255.659365,533.26528,700.24378,491.57875,1
