,filename,abs_lx,abs_ly,abs_rx,abs_ry,open_eyes
0,016/0/2022-10-03 08:46:11.524366-0.jpg,244.7000025,564.3678299999999,753.7575899999999,556.111895,1.0
1,016/0/2022-10-03 08:46:11.553297-1.jpg,246.2504425,564.98604,751.967925,561.1505300000001,1.0
2,016/0/2022-10-03 08:46:11.563114-2.jpg,241.839895,561.27517,750.1181099999999,561.77487,1.0
3,016/0/2022-10-03 08:46:11.570016-3.jpg,247.380865,563.5019199999999,752.7916049999999,562.8066699999999,1.0
4,016/0/2022-10-03 08:46:11.575408-4.jpg,243.113788,561.57089,751.501675,560.9959699999999,1.0
5,016/0/2022-10-03 08:46:11.579327-5.jpg,250.21861,560.502535,749.6734299999999,561.9164,1.0
6,016/0/2022-10-03 08:46:11.584737-6.jpg,241.633035,563.155175,750.53125,561.77575,1.0
7,016/0/2022-10-03 08:46:11.589866-7.jpg,240.502085,562.037625,752.2697699999999,559.2532199999999,1.0
8,016/0/2022-10-03 08:46:11.593195-8.jpg,241.167353,564.5443300000001,752.579985,560.69633,1.0
9,016/0/2022-10-03 08:46:11.596169-9.jpg,245.829735,564.87428,746.4691100000001,560.753435,1.0
10,016/0/2022-10-03 08:46:11.599232-10.jpg,246.854383,564.20088,748.6832999999999,557.1210599999999,1.0
11,016/0/2022-10-03 08:46:11.603862-11.jpg,237.032805,571.63883,746.37014,565.2539850000001,1.0
12,016/0/2022-10-03 08:46:11.607268-12.jpg,235.79799,575.2353499999999,747.5435200000001,566.222535,1.0
13,016/0/2022-10-03 08:46:11.610106-13.jpg,232.44739500000003,570.03525,748.7827149999999,567.038045,1.0
14,016/0/2022-10-03 08:46:11.613318-14.jpg,240.1492475,570.21145,747.69254,570.5628899999999,1.0
15,016/0/2022-10-03 08:46:11.618090-15.jpg,239.58549,572.766025,744.8304850000001,566.673195,1.0
16,016/0/2022-10-03 08:46:11.622573-16.jpg,239.12439250000003,570.5274650000001,744.34845,566.82518,1.0
17,016/0/2022-10-03 08:46:11.626064-17.jpg,235.776205,569.93288,742.23211,567.59713,1.0
18,016/0/2022-10-03 08:46:11.629253-18.jpg,240.018993,569.4899,745.76386,567.42472,1.0
19,016/0/2022-10-03 08:46:11.632272-19.jpg,241.93505500000003,564.952925,744.7954199999999,568.41372,1.0
20,016/0/2022-10-03 08:46:11.636397-20.jpg,240.8309675,570.56978,752.23714,563.41062,1.0
21,016/0/2022-10-03 08:46:11.639780-21.jpg,241.6605,566.62772,749.07881,564.6582450000001,1.0
22,016/0/2022-10-03 08:46:11.642956-22.jpg,238.82536,565.7625,752.23463,565.2122600000001,1.0
23,016/0/2022-10-03 08:46:11.646840-23.jpg,243.28702,565.085015,754.80304,563.22354,1.0
24,016/0/2022-10-03 08:46:11.651195-24.jpg,237.66393500000004,566.405735,744.7711999999999,567.14004,1.0
